term_id,english_term,description,transliteration,native_term
ISMT-4.10.35,morbid thirst,"Caused by intake of undigested food and associated with
certain diseases caused by vitiated aẕal, vomiting, diarrhoea
and deIirium; characterized by a strong desire for water,
unquenchable thirst and dry tongue","Ati tākam /
neṭuntākam/ tīrā tākam","அதி தாகம் /
பநடுநதாகம்/
தீரா தாகம்"
ISMT-4.10.36,"dryness of mouth/
xerostomia","A condition of dehydration in which the patient experiences a
relative dryness of the oral cavity; dehydration of body leads
to dry mouth and tongue, parched tongue; dryness of mouth
attributable to lack of normal secretions","Nāvaṟaṭci / vāy vaṟaṭci /
nāvaṟaḷal","நாவறட்சி /
வாய வறட்சி /
நாவறளல்"
ISMT-4.10.37,"excessive thirst in
conditions such as
diabetes and venereal
diseases",,"Piḷavaiyil tākam /
mēkanōyil
uṇṭākum tākam","பிளைவயில் தாகம் /
தமகதநாயில்
உணடாகும் தாகம்"
ISMT-4.10.38,thirst,"Feeling need or wanting to drink something; there are six
types: 1. morbid thirst due to derangement of vaḷi/ (vaḷi nīr
vēṭkai nōy); 2. morbid thirst due to derangement of aẕal
(aẕal nīrvēṭkai nōy); 3. morbid thirst due to derangement of
aiyam (aiya nīr vēṭkai nōy); 4. morbid thirst due to
derangement of three uyirttātu (mukkuṟṟa nīr vēṭkai nōy);
5. morbid thirst associated with chyle dysfunction (iraca nīr
vēṭkai nōy); 6. morbid thirst due to indigestion (ceriyā nīr
vēṭkai nōy)","Nīrvēṭkai / tākam /
tavaṉam / tākittal","நீர்தவடைக /தாகம் /
தவ்ம் /தாகிததல்"
ISMT-4.10.39,"biliousness with
abdominal discomfort","A bilious disease characterized by agitation in abdomen,
warm sensation in body, dragging pain in nape and tip
of tongue",Tāka pitta rōkam,தாக பிதத தராகம்
ISMT-4.10.40,"morbid thirst due to
increased heat",Feeling of excess thirst due to heat,"Aṉaṟṟākam /
veppanīrvēṭkai","அ்ற்றாகம் /
பவப்பநீர்தவடைக"
ISMT-4.10.41,"morbid thirst associated
with chyle dysfunction","Characterized by excessive thirst, confusion and
breathlessness; occurs when chyle is converted to blood,
and in conditions of excessive blood loss",Iraca nīr vēṭkai nōy,"இர்ச நீர்
தவடைக தநாய"
ISMT-4.10.42,"morbid thirst due to
indigestion","Characterized by excessive thirst due to increased intake of
sweet and salty foods and foods which are not easily
digestible; also due to excessive fatigue caused by illness
and physical exertion",Ceriyā nīr vēṭkai nōy,"ப்சாியா நீர்
தவடைக தநாய"
ISMT-4.10.43,digestive disorders,"Characterized by indigestion, causing hiccough, belching
and bloating of stomach; excessive intake of fatty
substances, fish, meat, spinaches, spoiled food and starchy
food leads to fermentation and reduction of digestive fire,
causing indigestion; untimely diet, reduced sleep, mental
agitation, jealousy and altered mental state are also causes
of indigestion; the four types are: 1. indigestion due to
vitiated vaḷi (vaḷi ceriyāmai); 2. indigestion due to vitiate aẕal
(aẕal ceriyāmai); 3. indigestion due to vitiated aiyam (aiya
ceriyāmai); 4. indigestion due to vitiation of all three uyirtātu
(mukkuṟṟa ceriyāmai)","Ceriyāmai/camiyāmai /
ceriyākkōḷāṟu","ப்சாியாைம/
்சமியாைம /
ப்சாியா்கதகாளாறு"
ISMT-4.10.44,digestion,,Cerippu/cīraṇippu,ப்சாிப்பு/்சீரணிப்பு
ISMT-4.10.45,weak bowel,Intestines incapable of digesting food,Ceriyākkuṭal,ப்சாியா்ககுடல்
ISMT-4.10.46,mouth ulcers,Mouth ulcers due to digestive disorders,Ceriyāppaṭuvaṉ,ப்சாியாப்படுவன
ISMT-4.10.47,digestive process,,Cerimāṉam,ப்சாிமா்ம்
ISMT-4.10.48,vomiting,"Forceful discharge of contents of stomach due to intake of
incompatible food and drink, leading to disequilibrium of three
humours; said to happen when utāṉaṉ combines with viyāṉaṉ
; also caused by toxins produced by body due to undigested
foods; occurs in pregnancy, vertigo, pitta and psychiatric
diseases, and seeing or touching unpleasant things; also
associated with fever, cough, urolithiasis, abdominal tumors,
and abdominal muscle spasm; characterized by excessive
salivation, nausea, giddiness, slurring of speech, abdominal
discomfort and palpitation; the four types are: 1. vomiting due
to vitiated vaḷi (vaḷi vānti); 2. vomiting due to vitiated aẕal
(aẕal vānti); 3. vomiting due to vitiated aiyam (aiya vānti);
4. vomiting due to vitiation of all three uyirtātu
(mukkuṟṟa vānti)","Vānti/cartti / vāntam /
vāntittal/catti / vamaṉam/
vamaṉa rōkam","வாநதி/்சர்ததி /
வாநதம் /
வாநதிததல்/்சததி /
வம்ம்/ வம்
தராகம்"
ISMT-4.10.49,emetic drug,,"Vāntitam / vāntiyuṟai /
vamaṉi / vāntiṉi","வாநதிதம் /
வாநதியுைற /
வம்ி / வாநதி்ி"
ISMT-4.10.50,administering emetics,,Vāntikku vāṅkal,வாநதி்ககு வாஙகல்
ISMT-4.10.51,"substance that
causes vomiting","Substance used to induce vomiting, especially
therapeutic vomiting",Vānti tiraviyam,வாநதி திரவியம்
ISMT-4.10.52,anti-emetic drugs,,Vānti niṟutti,வாநதி நிறுததி
ISMT-4.10.53,vomiting with diarrhoea,,Vānti pēti,வாநதி தபதி
ISMT-4.10.54,vomiting and purging,,Vāntiyum pētiyum,வாநதியும் தபதியும்
ISMT-4.10.55,"fear of acquiring
vomiting and diarrhoea",,Vānti pētikkili,வாநதி தபதி்ககிலி
ISMT-4.10.56,vox cholerica,,Vānti pēti kural,வாநதி தபதி குரல்
ISMT-4.10.57,persistent vomiting,,Nīḷ vānti,நீள வாநதி
ISMT-4.10.58,excessive vomiting,,Peru vānti,பபரு வாநதி
ISMT-4.10.59,chronic vomiting,,"Mutirvānti /
nāṭpaṭṭa vānti /
nāṭpaṭṭa catti","முதிர்வாநதி /
நாடபடட வாநதி /
நாடபடட ்சததி"
ISMT-4.10.60,faecal vomiting,"Characterized by vomiting of faecal matter, abdominal pain,
nausea, stomach brittleness, breathlessness, cold extremities,
headache, giddiness and excessive salivation; severe
abdominal tenderness; associated with injury to abdomen
and intestinal spasms",Eru vānti,எரு வாநதி
ISMT-4.10.61,"vomiting due to ill-
effects of evil eyes",,Kaṇṇēṟu vānti,கணதணறு வாநதி
ISMT-4.10.62,"vomiting due to
aversion","Characterized by excessive salivation, nausea and vomiting
due to aversion of seeing, thinking and touching unpleasant
things; also giddiness",Veṟuppu vānti,பவறுப்பு வாநதி
ISMT-4.10.63,"vomiting due to worm
infestation","In worm infestation a mass of worms can come out
with vomit",Puẕu vānti,புழு வாநதி
ISMT-4.10.64,"hyperemesis
gravidarum",Severe vomiting in pregnancy,Cūl vānti,சூல் வாநதி
ISMT-4.10.65,haematemesis,"Associated with peptic ulcer, liver and splenic disorders,
hypertension and cardiac diseases",Iratta vānti / kuruti vānti,"இரதத வாநதி /
குருதி வாநதி"
ISMT-4.10.66,acid peptic disorders,"Diseases characterized by indigestion, unbearable pain and
burning sensation in stomach, flatulence, excessive salivary
secretion, headache, diarrhoea, vomiting, belching, emaciation
and depression leading to suicidal tendency; these conditions
are caused by improper diet, especially fatty foods, and by
inappropriate actions just after meals or before digestion,
depression, and by holding the breadth while doing yoga; the
eight types are: 1. abdominal condition with predominant
symptoms of duodenal ulcer (vātakuṉmam); 2. abdominal
condition with predominant symptoms of gastric ulcer
(pittakuṉmam); 3. dyspepsia due to vitiation of aiyam (kapa
kuṉmam); 4. abdominal condition due to derangement of all
three uyirtātu (mukkuṟṟa kuṉmam); 5. hot and burning
sensation in abdomen (erikuṉmam); 6. abdominal pain with
predominant manifestations of nausea, retching and vomiting
(vānti kuṉmam); 7. stomach pain in gastric ulcer / acid peptic
disease (vali kuṉmam); 8. gastritis with predominant features
of vāyu (vāyukuṉmam)","Kuṉmam/kuṉma viyāti/
kuṉmak kōḷāṟu","குனமம்/
குனம வியாதி/
குனம்க தகாளாறு"
ISMT-4.10.67,abdominal tumour,"An abdominal mass formed due to vitiation of aẕal in
dyspepsia; not filled with blood or gangrenous
tissues; movable",Kuṉmak kaṭṭi,குனம்க கடடி
ISMT-4.10.68,"dyspeptic disorders
due to food poisoning","Ingestion of contaminated food items causing
dyspeptic disorders",Kuṉma cilviṣam,குனம ்சில்விஷம்
ISMT-4.10.69,"headache due to
dyspepsia / abdominal
migraine","Headache arising from derangement of gastrointestinal and
biliary system",Kuṉma talaivali,குனம தைலவலி
ISMT-4.10.70,"nausea or vomiting in
chronic dyspepsia","Sensation of nausea or vomiting experienced in
longstanding dyspepsia",Kuṉma puraṭṭu,குனம புரடடு
ISMT-4.10.71,dyspeptic diarrhoea,Diarrhoea due to indigestion.,"Kuṉma pōkku /kuṉmak
kaẕiccal/kuṉmak kirakaṇi","குனம தபா்ககு /
குனம்க கழிச்சல்/
குனம்க கிரகணி"
ISMT-4.10.72,flatulent dyspepsia,Flatulence due to indigestion,Kuṉma vāyu,குனம வாயு
ISMT-4.10.73,"dyspepsia with
malnutrition","A chronic condition of pernicious manifestation of acid peptic
disorders with cachexia or weakness due to longstanding
malnutrition; acid peptic disorders is due to restriction of vaḷi
and is accompanied by weakness followed by colic or
gripping pain in the abdomen, indigestion, belching, etc.",Tuṭṭa kuṉmam,துடட குனமம்
ISMT-4.10.74,"gastric ulcer
with bleeding","A painful condition of the abdomen causing the individual to
bend forward; physical and mental functions are affected due
to pain; associated with bleeding in abdominal organs",Ratta kuṉmam,ரதத குனமம்
ISMT-4.10.75,"severe and acute
abdominal colic",,Vīṟu kuṉmam,வீறு குனமம்
ISMT-4.10.76,"gastritis with predomi-
nant features of vaḷi","Characterized by features of severe form of acid peptic
disorders, e.g., indigestion, vomiting and severe abdominal
pain, vomiting with vomit resembling fresh food recently
eaten; with features of vaḷi, e.g., abdomen distended like
inflated bellows (tympanites), general tiredness etc.","Vāyu kuṉmam /
cūlai kuṉmam /
pāyuṟu kuṉmam","வாயு குனமம் /
சூைல குனமம் /
பாயுறு குனமம்"
ISMT-4.10.77,duodenal ulcer,"Characterized by indigestion, flatulence, nausea, depression,
insomnia, diarrhoea, severe epigastric pain, pseudo appetite,
severe abdominal pricking pain in empty stomach, and
irresistible suicidal tendency",Vāta kuṉmam,வாத குனமம்
ISMT-4.10.78,gastric ulcer,"Characterized by nausea, vomiting, burning pain in stomach,
ageusia, dryness of tongue, burning pain over the upper
stomach, regurgitation of fluid from stomach, tiredness,
laziness, emaciation of body, headache and insomnia",Pitta kuṉmam,பிதத குனமம்
ISMT-4.10.79,"burning sensation
in abdomen","Characterized by unbearable irritation in stomach soon after
intake of food, flatulence, excessive salivary secretion,
headache, diarrhoea, sweating in hair roots, and frequent
belching with sour smell",Eri kuṉmam,எாி குனமம்
ISMT-4.10.80,"gastritis with nausea
and vomiting","Characterized by indigestion, vomiting, giddiness, burning
pain in stomach, spasm and irritation of stomach,
constipation, feeling of warmth all over body, inability to
walk, and ageusia","Catti kuṉmam /
vānti kuṉmam","்சததி குனமம் /
வாநதி குனமம்"
ISMT-4.10.81,"acute abdominal pain
in gastric ulcer","Characterized by bloating of abdomen, shrinking of body,
cognitive impairment, sleep disturbance, borborygmi, loss of
appetite, piercing flank pain, pain over spine and hip, vague
body pain, high fever with false appetite",Vali kuṉmam,வலி குனமம்
ISMT-4.10.82,gastritis in asthmatics,"Asthma arising in dyspeptic diseases with symptoms such as
cough and breathlessness","Kāca kuṉmam/
kuṉma kācam","கா்ச குனமம்/
குனம கா்சம்"
ISMT-4.10.83,"gastritis due to
derangement of any
two uyirtātu","Gastritis inherited from parents / congenital or
hereditary dyspepsia",Tonta kuṉmam,பதாநத குனமம்
ISMT-4.10.84,"gastritis with
salivation / water
brash",A form of indigestion characterized by excessive salivation,Vāy nīr kuṉmam,வாய நீர் குனமம்
ISMT-4.10.85,"gastritis with
overturning of bowels",Spasmodic pain in bowels due to gastritis,Puraṭṭu kuṉmam,புரடடு குனமம்
ISMT-4.10.86,"gastritis with belching /
acid reflux",Gastritis marked by sour eructation in the oesophagus,Kari kuṉmam,காி குனமம்
ISMT-4.10.87,peptic ulcer,Excessive acidity in mucosal layer of stomach,Puḷippu kuṉmam,புளிப்பு குனமம்
ISMT-4.10.88,hiccoughs,"Often a transient benign symptom; in some instances a
serious indicator of underlying disease; in some diseases,
such as urogenital disease , hiccough can be a grave sign
heralding terminal illness and death",Vikkal,வி்ககல்
ISMT-4.10.89,dropsy,"Generalized oedema; characterized by pallor, swelling of
upper and lower limbs and abdomen, and sad feeling; caused
by anaemia, intake of toxins, poor diet, overexposure to cold
air leading to impairment of viyāṉaṉ; the four types are:
1. oedema due to vitiated vaḷi (vāta cōpai); 2. oedema due to
vitiated aẕal (pitta cōpai); 3. oedema due to vitiated aiyam
(kapa cōpai); 4. oedema due to vitiated vaḷi, aẕal and aiyam
(mukkuṟṟa cōpai)",Cōkai/cōpai/ūtal nōy,"த்சாைக/
த்சாைப/ஊதல் தநாய"
