term_id,english_term,description,transliteration,native_term
IUMT-4.1.897,"intolerance to
hot weather",,"Sū’ al-Ḥāla fi’l
Zamān al-Ḥārr","ف
راحلا نامزلا � ۃلاحلا ءوس"
IUMT-4.1.898,"intolerance to
cold weather",,"Sū’ al-Ḥāla fi’l Zamān
al-Bārid","ف
درابلا نامزلا � ۃلاحلا ءوس"
IUMT-4.1.899,discomfort from sun,,Al-Ta’adhdhī bi’l Shams,سمشلاب یّذٲتلا
IUMT-4.1.900,"discomfort from being
close to fire",,"Al-Ta’adhdhī bi
Qurb al-Nār",رانلا برقب یّذٲتلا
IUMT-4.1.901,"susceptibility to diseases
of hot temperament",,"Al-Isti‘dād bi’l Amrāḍ
al-Ḥārra",ۃراحلا ضارملااب دادعتسلاا
IUMT-4.1.902,"discomfort from cold
things",,"Al-Ta’adhdhī bi’l
Mubarridāt",تادرّ بملاب یّذٲتلا
IUMT-4.1.903,"relief from use of heat-
producing agents",,"Al-Shifā’ bi’l
Musakhkhināt",تانخّ سملاب ءافشلا
IUMT-4.1.904,relief from use of oil,,Al-Istirwāḥ ila’l Duhn,نھدلا یلا حاورتسلاا
IUMT-4.1.905,"relief from bath/
Turkish bath",,"Al-Istirwāḥ ila’l
Ḥammām",مامّ حلا یلا حاورتسلاا
IUMT-4.1.906,crisis of disease,,Al-Buḥrān,نارحبلا
IUMT-4.1.907,"crisis indicating
good prognosis",,Al-Buḥrān al-Jayyid,دّیجلا نارحبلا
IUMT-4.1.908,"crisis indicating
bad prognosis",,Al-Buḥrān al-Radī,یدرلا نارحبلا
IUMT-4.1.909,characteristics of crisis,,"Dalā’il al-Buḥrān /
‘Alāmāt al-Buḥrān","/ نارحبلا لئلاد
نارحبلا تاملاع"
IUMT-4.1.910,"signs/symptoms related to
crisis indicating prognosis
of disease",,"Al-Dalā’il al-Mundhira
fi’l Buḥrān",نارحبلا یف ۃرذنملا لئلادلا
IUMT-4.1.911,"signs/symptoms related
to crisis indicating good
prognosis of disease",,"Al-Dalā’il al-Mundhira
bi’l Salāma fi’l Buḥrān","ۃملاسلاب ہرذنملا لئلادلا
ف
نارحبلا �"
IUMT-4.1.912,"good orientation
during crisis",,"Ṣiḥḥa al-Dhihn
fi’l Buḥrān","ف
نارحبلا � نھذلا ۃحص"
IUMT-4.1.913,"good status of vision
during crisis",,"Jawda al-Naẓar
fi’l Buḥrān",نارحبلا یف رظنلا ۃدوج
IUMT-4.1.914,"good status of sensorium
during crisis",,"Ṣafā’ al-Ḥawās
fi’l Buḥrān",نارحبلا یف ساوحلا ءافص
IUMT-4.1.915,"good status of physical
movement during crisis",,"Suhūla Ḥaraka al-Marīḍ
fi’l Buḥrān","ضیرملا ۃکرح ۃلوھس
ف
نارحبلا �"
IUMT-4.1.916,"warning signs/symptoms
indicating bad prognosis",,"Al-‘Alāmāt al-Mundhira
bi’l Ridā’a fi’l Buḥrān","ۃئادرلاب ۃرذنملا تاملاعلا
ف
نارحبلا �"
IUMT-4.1.917,"deterioration in respiration
during crisis",,"Ridā’a al-Tanaffus
fi’l Buḥrān","ف ّ
نارحبلا � سفنتلا ۃئادر"
IUMT-4.1.918,"deterioration in pulse
during crisis",,"Ridā’a al-Nabḍ
fi’l Buḥrān","ف
نارحبلا � ضبنلا ۃئادر"
IUMT-4.1.919,"deterioration in urine
during crisis",,"Ridā’a al-Bawl
fi’l Buḥrān","ف
نارحبلا � لوبلا ۃئادر"
IUMT-4.1.920,"warning fatal signs /
symptoms during crisis",,"Al-‘Alāmāt al-Mundhira
bi’l Halāk fi’l Buḥrān","کلاھلاب ۃرذنملا تاملاعلا
نارحبلا یف"
IUMT-4.1.921,"days of crisis during
course of a disease",,"Ayyām al-Buḥrān /
Al-Ayyām al-Bāḥūriyya","/ نارحبلا ماّیا
ّ ّ
ۃیروحابلا مایلاا"
IUMT-4.2.0,pulse,"Movement of expansion and contraction of
arteries for the preservation of innate heat of
body, supply of vital pneuma and production of
psychic pneuma",Al-Nabḍ,ضبنلا
IUMT-4.2.1,pulse-beat,"Each beat of pulse felt on palpation of arteries,
which consists of two periods of movement
(contraction and expansion) and two of pause
(pauses after each contraction and expansion)",Al-Nabḍa,ۃضبنلا
IUMT-4.2.2,contraction of pulse,,Ḥarakat-i-Inqibāḍ-i-Nabḍ,ضبن ضابقنا تکرح
IUMT-4.2.3,expansion of pulse,,Ḥarakat-i-Inbisāṭ-i-Nabḍ,ضبن طاسبنا تکرح
IUMT-4.2.4,"pause after contraction
of pulse",,"Sukūn Dākhilī /
Sukūn Markazī",يزكرم نوکس / ىلخاد نوكس
IUMT-4.2.5,"pause after expansion
of pulse",,"Sukūn Khārijī /
Sukūn Muḥīṭī",یطیحم نوکس / يجراخ نوكس
IUMT-4.2.6,features of pulse,"Ten features of pulse, through which inferences
regarding various conditions of the body
are derived",Ajnās-i-Nabḍ,ضبن سانجا
IUMT-4.2.7,volume of pulse,Feature of pulse related to its degree of expansion,Jins-i-Miqdār,رادقم سنج
IUMT-4.2.8,long pulse,"Pulse whose parts are perceived to be greater
in length when compared with absolutely
normal pulse",Nabḍ Ṭawīl,لیوط ضبن
IUMT-4.2.9,short pulse,"Pulse whose parts are perceived to be shorter
in length when compared with absolutely
normal pulse",Nabḍ Qaṣīr,ریصق ضبن
IUMT-4.2.10,broad pulse,"Pulse whose parts are perceived to be broader
in breadth when compared with absolutely
normal pulse",Nabḍ ‘Arīḍ,ضیرع ضبن
IUMT-4.2.11,constricted pulse,"Pulse whose parts are perceived to be
narrower in breadth when compared with
absolutely normal pulse",Nabḍ Ḍayyiq,قیض ضبن
IUMT-4.2.12,elevated pulse,"Pulse whose parts are perceived to be more
elevated in height when compared with
absolutely normal pulse","Nabḍ Mushrif /
Nabḍ Shāhiq",قہاش ضبن /فرشم ضبن
IUMT-4.2.13,sinking pulse,"Pulse whose parts are perceived to be less
elevated in height when compared with
absolutely normal pulse","Nabḍ Munkhafiḍ/
Nabḍ Ghā’ir",رئاغ ضبن / ضفخنم ضبن
IUMT-4.2.14,"pulsus magnus/
large pulse","Pulse increased in both length and breadth as
well as in elevation",Nabḍ ‘Aẓīm,میظع ضبن
IUMT-4.2.15,"pulsus parvus/
small pulse","Pulse diminished in both length and breadth as
well as in elevation",Nabḍ Ṣaghīr,ریغص ضبن
IUMT-4.2.16,thick pulse,Pulse increased in both breadth and height,Nabḍ Ghalīẓ,ظیلغ ضبن
IUMT-4.2.17,slender pulse,Pulse decreased in both breadth and height,Nabḍ Daqīq,قیقد ضبن
IUMT-4.2.18,strength of pulse,"Feature of pulse related to quality of force
produced by the movement of pulse on the
arterial wall",Jins-i-Qar‘,عرق سنج
IUMT-4.2.19,"pulsus fortis /
strong pulse","Pulse which resists fingers of physician
during palpation",Nabḍ Qawī,يوق ضبن
IUMT-4.2.20,weak pulse,"Pulse which does not resist fingers of physician
during palpation",Nabḍ Ḍa‘īf,فیعض ضبن
IUMT-4.2.21,"duration of
pulse movement","Feature of pulse related to movement of pulse
between two beats",Zamāna’-i-Ḥarakat,تكرحٔ هنامز
IUMT-4.2.22,rapid pulse,"Pulse whose movement is completed in a
shorter time",Nabḍ Sarī‘,عیرس ضبن
IUMT-4.2.23,slow pulse,"Pulse whose movement is completed in a
longer time",Nabḍ Baṭī’,يطب ضبن
IUMT-4.2.24,duration of pause,"Feature of pulse related to its pause
between two beats",Zamāna’-i-Sukūn,نوكس هٔ نامز
IUMT-4.2.25,pulsus frequens,Pulse having small pause between two beats,"Nabḍ Mutawātir / Nabḍ
Mutadārik/
Nabḍ Mutakāthif","ضبن /رتاوتم ضبن
فثاكتم ضبن/كرادتم"
IUMT-4.2.26,pulsus rarus,Pulse having long pause between two beats,Nabḍ Mutafāwit,توافتم ضبن
IUMT-4.2.27,consistency of pulse,"Feature of pulse related to its softness
or hardness",Qiwām-i-Āla,ہلآ ماوق
IUMT-4.2.28,pulsus mollis / soft pulse,Easily compressible pulse,Nabḍ Layyin,نّیل ضبن
IUMT-4.2.29,"pulsus durus/
hard pulse",Firm and incompressible pulse,Nabḍ Ṣulb,بلص ضبن
IUMT-4.2.30,competence of pulse,"Feature of pulse related to its fullness
and emptiness",Jins-i-Khalā-o-Imtilā’,ءلاتما و لاخ سنج
IUMT-4.2.31,pulsus plenus / full pulse,Pulse which seems to be full of blood,Nabḍ Mumtalī,ىلتمم ضبن
IUMT-4.2.32,"pulsus vacuus /
collapsing pulse",Pulse which seems to be empty,Nabḍ Khālī,ىلاخ ضبن
IUMT-4.2.33,feel of pulse,Feature of pulse related to its temperature,Jins-i-Malmas-i-Nabḍ,ضبن سملم سنج
IUMT-4.2.34,hot pulse,Pulse having higher temperature,Nabḍ Ḥārr,راح ضبن
IUMT-4.2.35,cold pulse,Pulse having lower temperature,Nabḍ Bārid,دراب ضبن
IUMT-4.2.36,moderate normal pulse,"A term applicable to average of long and short
pulse, large and small pulse, thick and slender
pulse, strong and weak pulse, swift and sluggish
pulse, soft and hard pulse, full and collapsing
pulse, hot and cold pulse, and rapid
and slow pulse",Nabḍ Mu‘tadil,لدتعم ضبن
IUMT-4.2.37,"equality and inequality
of pulse","Feature of pulse related to its equality and
inequality in terms of similarity of the strokes
or the parts of a stroke or a single part of a
stroke in largeness and smallness, strength
and weakness, swiftness and sluggishness,
rapidness and slowness, and hardness
and softness",Jins-i-Istiwā’-o-Ikhtilāf,فلاتخاو ءاوتسا سنج
IUMT-4.2.38,equal pulse,"Pulse equal in its five features, i.e., largeness
and smallness, strength and weakness,
swiftness and sluggishness, rapidness and
slowness, and hardness and softness",Nabḍ Mustawī,ىوتسم ضبن
IUMT-4.2.39,"pulse equal in its
five features","Pulse equal in largeness and smallness,
strength and weakness, swiftness and
sluggishness, rapidness and slowness, and
hardness and softness","Nabḍ Mustawī
Muṭlaq",قلطم ىوتسم ضبن
IUMT-4.2.40,"pulse equal in any one
of its five features","Pulse which is equal in any one of its five
features, i.e., largeness and smallness, strength
and weakness, swiftness and sluggishness,
rapidness and slowness, and hardness
and softness","Nabḍ Mustawī
Muqayyad",دیقم ىوتسم ضبن
IUMT-4.2.41,unequal pulse,"Pulse unequal in its five features, i.e., largeness
and smallness, strength and weakness,
swiftness and sluggishness, rapidness and
slowness, and hardness and softness",Nabḍ Mukhtalif,فلتخم ضبن
IUMT-4.2.42,"pulse unequal in its all
five features","Pulse unequal in largeness and smallness,
strength and weakness, swiftness and
sluggishness, rapidness and slowness, and
hardness and softness","Nabḍ Mukhtalif
Muṭlaq",قلطم فلتخم ضبن
IUMT-4.2.43,"pulse unequal in any
one of its five features","Pulse unequal in any one of its five features,
i.e., largeness and smallness, strength and
weakness, swiftness and sluggishness,
rapidness and slowness, and hardness
and softness","Nabḍ Mukhtalif
Muqayyad",دیقم فلتخم ضبن
IUMT-4.2.44,intermittent pulse,"Variation of a pulse-beat felt only under one
finger, which is marked by faint interruption",Nabḍ Munqaṭi‘,عطقنم ضبن
IUMT-4.2.45,recurrent pulse,"An abnormal condition of pulse in which a large
pulse becomes small and returns to the original
height in a gradual manner",Nabḍ ‘Ā’id,دئاع ضبن
IUMT-4.2.46,continuous pulse,"Pulse in which the increase or decrease in any
feature appears in such a gradual manner that
the change cannot be perceived",Nabḍ Muttaṣil,لصتم ضبن
IUMT-4.2.47,"orderliness and disorder-
liness of pulse","Feature of pulse related to its orderliness and
disorderliness","Jins-i-Niẓām-o-‘Adm-i-
Niẓām",ماظن مدعو ماظن سنج
IUMT-4.2.48,regularly irregular pulse,Pulse which varies in a definite order,"Nabḍ Mukhtalif
Muntaẓim",مظتنم فلتخم ضبن
IUMT-4.2.49,"regularly irregular
pulse in general",Pulse in which only one irregularity is repeated,"Nabḍ Mukhtalif
Muntaẓim Muṭlaq",قلطم مظتنم فلتخم ضبن
IUMT-4.2.50,"recurrent regularly
irregular pulse","Pulse, in which two or more irregularities go on
repeating in cycles","Nabḍ Mukhtalif
Muntaẓim Dā’ir",رئاد مظتنم فلتخم ضبن
IUMT-4.2.51,irregularly irregular pulse,Pulse which does not vary in in a definite order,"Nabḍ Mukhtalif Ghayr
Muntaẓim",مظتنمریغ فلتخم ضبن
IUMT-4.2.52,rhythm of pulse,"Feature of pulse related to the time between the
two periods of movement and the two
periods of rest",Jins-i-Wazn,نزو سنج
IUMT-4.2.53,"pulse with normal
rhythm","Pulse with rhythm in accordance with
age of person",Nabḍ Jayyid al-Wazn,نزولا دیج ضبن
IUMT-4.2.54,"pulse with abnormal
rhythm","Pulse with rhythm not in accordance with
age of person","Nabḍ Radī al-Wazn /
Nabḍ Sayyi’ al-Wazn","/ نزولا يدر ضبن
نزولا ئیس ضبن"
IUMT-4.2.55,"rhythm of pulse similar
to that of person of
adjacent age group","Pulse which acquires the rhythm of the pulse
of person belonging to adjacent age group, e.g.,
rhythm of a child’s pulse becomes that of the
pulse of a young man","Nabḍ Mutaghayyir
al-Wazn/ Nabḍ
Mujāwiz al-Wazn","ضبن / نزولا ریغتم ضبن
نزولا زواجم"
IUMT-4.2.56,"rhythm of pulse similar
to that of person not
belonging to adjacent
age group","Pulse which acquires the rhythm of the pulse of
person not belonging to adjacent age group,
e.g., rhythm of a child’s pulse corresponds to
that of an old man’s pulse",Nabḍ Mubāyan al-Wazn,نزولا نیابم ضبن
IUMT-4.2.57,arrhythmic pulse,Pulse whose rhythm does not match any age,Nabḍ Khārij al-Wazn,نزولا جراخ ضبن
IUMT-4.2.58,compound pulse,Pulse that is irregular in two or more features,Nabḍ Murakkab,بكرم ضبن
IUMT-4.2.59,spindle-shaped pulse,"Compound pulse which starts from smallness,
increases up to a certain limit, starts declining
and comes back to the original position","Nabḍ Misallī / Nabḍ
Munḥadir/ Nabḍ
Mā’il al-Wasaṭ","/ردحنم ضبن / ىلسم ضبن
طسولا لئام ضبن"
IUMT-4.2.60,intermittent pulse,"Compound pulse in which pause occurs where
movement is expected",Nabḍ Dhu’l Fatra,ۃرتفلا وذ ضبن
IUMT-4.2.61,supernumerary pulse,"Compound pulse in which an extra beat appears
during the period of rest after the first
beat has ended",Nabḍ Wāqi‘ fi’l Wasaṭ,طسولا يف عقاو ضبن
IUMT-4.2.62,dicrotic pulse,"Compound pulse which is considered to be
single-beat by some physicians and coupled-
beat by others","Nabḍ Dhu’l Qar‘atayn /
Nabḍ Mutadākhil/
Nabḍ Miṭraqī","ضبن / نیتعرقلا وذ ضبن
یقرطم ضبن/لخادتم"
IUMT-4.2.63,mouse-tail pulse,"Compound pulse which gradually increases or
decreases in one or more features of the beats","Nabḍ Dhanab
al-Fār",رافلا بنذ ضبن
IUMT-4.2.64,"elapsed mouse-tail
pulse","Mouse-tail pulse which is irregular in the
expansion of the beat and starts as large pulse
but does not end on a definite limit of smallness","Nabḍ Dhanab al-
Fār Munqaḍī",يضقنم رافلا بنذ ضبن
IUMT-4.2.65,"continuous
mouse-tail pulse","Mouse-tail pulse which starts as large pulse and
ends as small pulse","Nabḍ Dhanab al-
Fār Thābit",تباث رافلا بنذ ضبن
IUMT-4.2.66,"recurrent mouse-tail
pulse","Mouse-tail pulse which starts as large pulse and
ends as small pulse, thereafter rebounding to
the state of large pulse","Nabḍ Dhanab al-
Fār ‘Ā’id",دئاع رافلا بنذ ضبن
IUMT-4.2.67,deer-leap pulse,"Compound pulse which has its beats sluggish in
initial phase but later suddenly becomes quick",Nabḍ Ghazālī,ىلازغ ضبن
IUMT-4.2.68,wavy pulse,,Nabḍ Mawjī,يجوم ضبن
IUMT-4.2.69,vermicular pulse,"Compound pulse similar to wavy pulse but is
small and rapid",Nabḍ Dūdī,يدود ضبن
IUMT-4.2.70,pulsus formicans,"Compound pulse smaller and more rapid than
vermicular pulse; in this kind of pulse, height
and length are more affected than width in
comparison with vermicular pulse",Nabḍ Namlī,ىلمن ضبن
IUMT-4.2.71,serrate pulse,"Compound pulse resembling wavy pulse but
firm and hard in nature",Nabḍ Minshārī,ىراشنم ضبن
IUMT-4.2.72,spasmodic pulse,"Compound pulse in which there are repeated
jerky movements similar to spasm",Nabḍ Mutashannij,جنشتم ضبن
IUMT-4.2.73,pulsus tremulus,Compound pulse which is feeble and trembling,"Nabḍ Murta‘ish /
Nabḍ Murta‘id",دعترم ضبن /شعترم ضبن
IUMT-4.2.74,twisting pulse,"Compound pulse which seems similar to thread
being twisted",Nabḍ Multawī,ىوتلم ضبن
IUMT-4.2.75,cord-like pulse,"Compound pulse which is a variety of twisting
pulse but resembles the tremulous pulse",Nabḍ Mutawattir,رتوتم ضبن
IUMT-4.2.76,normal pulse,"Strong, regular, rhythmic pulse which lies within
the normal range of volume, duration of
movement and pause, consistency, temperature
and competence",Al-Nabḍ al-Ṭabī’ī,یعیبطلا ضبنلا
IUMT-4.2.77,"pulse of different
age groups",,Nabḍ al-Asnān,نانسلاا ضبن
IUMT-4.2.78,pulse of children,"Pulse which is swift, rapid and large",Nabḍ al-Ṣibyān,نایبصلا ضبن
IUMT-4.2.79,pulse of adults,Pulse which is larger,Nabḍ al-Shubbān,نابشلا ضبن
IUMT-4.2.80,pulse in age of decline,"Pulse which is smaller, more sluggish,
slower and hard",Nabḍ al-Mutakahhilīn,"ف
�یلھکتملا ضبن"
IUMT-4.2.81,pulse of old age,"Pulse which is smaller, more sluggish and
slower in comparison with pulse of age
of decline",Nabḍ al-Shuyūkh,خویشلا ضبن
IUMT-4.2.82,"pulse of males and
females",,Nabḍ al-Ajnās,سانجلاا ضبن
IUMT-4.2.83,pulse of males,"Pulse which is stronger and larger than the
pulse of females",Nabḍ al-Dhukūr,روکذلا ضبن
IUMT-4.2.84,pulse of females,"Pulse which is less strong and large in
comparison to pulse of males",Nabḍ al-Ināth,ثانلأا ضبن
IUMT-4.2.85,"pulse of pregnant
woman","Pulse which is larger, more swift and regular",Nabḍ al-Mar’a al-Ḥāmila,ۃلماحلا ۃأرملا ضبن
IUMT-4.2.86,"pulse during various
seasons",,Nabḍ al-Fuṣūl,لوصفلا ضبن
IUMT-4.2.87,pulse during spring,Pulse which is larger and stronger,Nabḍ al-Rabī‘,عیبرلا ضبن
IUMT-4.2.88,pulse during summer,"Pulse which is swift, rapid and weak",Nabḍ al-Ṣayf,فیصلا ضبن
IUMT-4.2.89,pulse during winter,"Pulse which is sluggish, slow and weak",Nabḍ al-Shitā’,ءاتشلا ضبن
IUMT-4.2.90,pulse during autumn,"Pulse which is weak, unequal and hard",Nabḍ al-Kharīf,فیرخلا ضبن
IUMT-4.2.91,"pulse in various
emotional states",,"Nabḍ al-‘Awāriḍ al-
Nafsāniyya",ۃیناسفنلا ضراوعلا ضبن
IUMT-4.2.92,pulse of anger,"Pulse which is elevated, strong, swift and rapid",Nabḍ al-Ghaḍab,بضغلا ضبن
IUMT-4.2.93,pulse of extreme fear,"Pulse which is unequal, swift, feeble
and trembling","Nabḍ al-Khawf
al-Shadīd",دیدشلا فوخلا ضبن
IUMT-4.2.94,pulse of sorrow,"Pulse which is sluggish, small and slow",Nabḍ al-Hamm,مھلا ضبن
IUMT-4.2.95,pulse of joy,"Pulse which is slow and sluggish but
large and soft",Nabḍ al-Surūr,رورسلا ضبن
IUMT-4.2.96,pulse of pleasure,Pulse which is moderately large,Nabḍ al-Ladhdha,ۃذللا ضبن
IUMT-4.2.97,pulse of grief,"Pulse which is small, weak, sluggish and slow",Nabḍ al-Ghamm,مغلا ضبن
IUMT-4.3.0,examination of urine,"Physical examination of urine sample to make a
diagnosis; the term does not cover chemical and
microscopic examination of urine",Mu‘āyana’-i-Qārūra,"ہروراق ہنیاعم
ٔ"
IUMT-4.3.1,indicators of urine,"Markers of urine, e.g., colour, density, turbidity
or transparency, sediment, quantity, odour
and froth",Dalā’il-i-Bawl,لوب لئلاد
IUMT-4.3.2,"indications from
colours of urine","Colours of urine (yellow, red, white, green and
black), which are observed in order to make
a diagnosis",Dalā’il Alwān al-Bawl,لوبلا ناولا لئ لاد
IUMT-4.3.3,"degrees of yellowness
of urine","Extent of yellowness of urine indicating different
body conditions",Ṭabaqāt al-Ṣufra,ۃرفصلا تاقبط
IUMT-4.3.4,straw-yellow urine,"Urine that resembles fodder-soaked water and
indicates a lesser degree of heat as compared
to normal urine",Bawl Tibnī,ينبت لوب
IUMT-4.3.5,citron-yellow urine,"Colour of normal urine, resembling citron peel",Bawl Utrujī,يجرتا لوب
IUMT-4.3.6,reddish-yellow urine,"Urine which indicates some degree of heat in
comparison to normal urine",Bawl Ashqar,رقشا لوب
IUMT-4.3.7,orange-yellow urine,"Colour of urine that resembles orange peel but
the red colour is more prominent as compared
to reddish-yellow urine and indicates higher
degree of heat",Bawl Aṣfar Nāranjī,يجنران رفصا لوب
IUMT-4.3.8,flame-yellow urine,"Colour of urine that resembles saffron-soaked
water and indicates higher degree of heat in
comparison to orange-yellow urine","Bawl Nārī / Bawl
Aṣfar Mushabba‘","/ يران لوب
عّبشم رفصا لوب"
IUMT-4.3.9,saffron-yellow urine,"Colour of urine that resembles filaments of
saffron and indicates higher degree of heat in
comparison to reddish-yellow, orange-yellow
and flame-yellow urine","Bawl Za‘frānī / Bawl
Aḥmar Nāṣi‘","/ ينارفعز لوب
عصان رمحا لوب"
